ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
VEMN,medium_airport,Dibrugarh Airport,27.48390007,95.01689911,362,AS,IN,IN-AS,Dibrugarh,VEMN,DIB,
VEMR,medium_airport,Dimapur Airport,25.88389969,93.77110291,487,AS,IN,IN-NL,Dimapur,VEMR,DMU,
VEMZ,medium_airport,Muzaffarpur Airport,26.11910057,85.31369781,174,AS,IN,IN-BR,,VEMZ,MZU,
VEPG,small_airport,Pasighat Airport,28.06609917,95.33560181,477,AS,IN,IN-AR,Pasighat,VEPG,IXT,
VEPT,medium_airport,Lok Nayak Jayaprakash Airport,25.59129906,85.08799744,170,AS,IN,IN-BR,Patna,VEPT,PAT,
VERC,medium_airport,Birsa Munda Airport,23.31430054,85.32170105,2148,AS,IN,IN-JH,Ranchi,VERC,IXR,
VERK,medium_airport,Rourkela Airport,22.25670052,84.81459808,659,AS,IN,IN-OR,,VERK,RRK,
VERU,small_airport,Rupsi India Airport,26.13969994,89.91000366,131,AS,IN,IN-AS,,VERU,RUP,
VETZ,medium_airport,Tezpur Airport,26.70910072,92.78469849,240,AS,IN,IN-AS,,VETZ,TEZ,
VEVZ,small_airport,Vishakhapatnam Airport,17.72120094,83.22450256,15,AS,IN,IN-AP,Visakhapatnam,VOVZ,VTZ,
VEZO,medium_airport,Zero Airport,27.5883007,93.82810211,5403,AS,IN,IN-AR,,VEZO,ZER,
VGBR,medium_airport,Barisal Airport,22.8010006,90.30120087,23,AS,BD,BD-1,Barisal,VGBR,BZL,
VGCB,medium_airport,Cox's Bazar Airport,21.45219994,91.96389771,12,AS,BD,BD-2,Cox's Bazar,VGCB,CXB,
VGCM,small_airport,Comilla Airport,23.43720055,91.18969727,25,AS,BD,BD-2,Comilla,VGCM,CLA,
VGEG,medium_airport,Shah Amanat International Airport,22.24959946,91.81330109,12,AS,BD,BD-2,Chittagong,VGEG,CGP,
VGIS,medium_airport,Ishurdi Airport,24.15250015,89.04940033,45,AS,BD,BD-5,Ishurdi,VGIS,IRD,
VGJR,medium_airport,Jessore Airport,23.18379974,89.16079712,20,AS,BD,BD-4,Jashahor,VGJR,JSR,
VGLM,small_airport,Lalmonirhat Airport,25.88750076,89.43309784,106,AS,BD,BD-5,Lalmonirhat,VGLM,LLJ,
VGRJ,medium_airport,Shah Mokhdum Airport,24.43720055,88.61650085,64,AS,BD,BD-5,Rajshahi,VGRJ,RJH,
VGSD,medium_airport,Saidpur Airport,25.75919914,88.9088974,125,AS,BD,BD-5,Saidpur,VGSD,SPD,
VGSG,small_airport,Thakurgaon Airport,26.01639938,88.4036026,176,AS,BD,BD-5,Thakurgaon,VGSG,TKR,
VGSH,small_airport,Shamshernagar Airport,24.41699982,91.88300323,56,AS,BD,BD-6,Shamshernagar,VGSH,ZHM,
VGSY,medium_airport,Osmany International Airport,24.96319962,91.8667984,50,AS,BD,BD-6,Sylhet,VGSY,ZYL,
VGZR,medium_airport,Dhaka / Hazrat Shahjalal International Airport,23.843347,90.397783,30,AS,BD,BD-3,Dhaka,VGHS,DAC,
VHHH,large_airport,Chek Lap Kok International Airport,22.30890083,113.9150009,28,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,
VHHX,closed,Hong Kong International Airport Kai Tak,22.32030404,114.1980743,28,AS,HK,HK-U-A,Hong Kong,VHHX,HKG,
VHST,heliport,Shun Tak Heliport,22.28937149,114.152153,107,AS,HK,HK-U-A,Hong Kong,VHST,HHP,
VI22,seaplane_base,Charlotte Amalie Harbor Seaplane Base,18.33860016,-64.94069672,,NA,VI,VI-U-A,Charlotte Amalie St Thomas,VI22,SPB,VI22
VI32,seaplane_base,Christiansted Harbor Seaplane Base,17.74720001,-64.70490265,,NA,VI,VI-U-A,Christiansted St Croix,VI32,SSB,VI32
VIAG,medium_airport,Agra Airport,27.15579987,77.96089935,551,AS,IN,IN-UP,,VIAG,AGR,
VIAL,medium_airport,Allahabad Airport,25.44009972,81.73390198,322,AS,IN,IN-UP,Allahabad,VIAL,IXD,
VIAR,large_airport,Sri Guru Ram Dass Jee International Airport,31.70960045,74.79730225,756,AS,IN,IN-PB,Amritsar,VIAR,ATQ,
VIBK,medium_airport,Nal Airport,28.07060051,73.2071991,750,AS,IN,IN-RJ,Bikaner,VIBK,BKB,
VIBN,medium_airport,Lal Bahadur Shastri Airport,25.45240021,82.85929871,266,AS,IN,IN-UP,Varanasi,VIBN,VNS,
VIBR,medium_airport,Kullu Manali Airport,31.87669945,77.15440369,3573,AS,IN,IN-HP,,VIBR,KUU,
VIBT,medium_airport,Bhatinda Air Force Station,30.27009964,74.75579834,662,AS,IN,IN-PB,,VIBT,BUP,
VIBY,medium_airport,Bareilly Air Force Station,28.42210007,79.45079803,580,AS,IN,IN-UP,Bareilly,VIBY,BEK,
VICG,medium_airport,Chandigarh Airport,30.67350006,76.78849792,1012,AS,IN,IN-CH,Chandigarh,VICG,IXC,
VIDN,medium_airport,Dehradun Airport,30.18969917,78.18029785,1831,AS,IN,IN-UP,Dehradun,VIDN,DED,
VIDP,large_airport,Indira Gandhi International Airport,28.56649971,77.10310364,777,AS,IN,IN-DL,New Delhi,VIDP,DEL,
VIGG,medium_airport,Kangra Airport,32.1651001,76.26339722,2525,AS,IN,IN-HP,,VIGG,DHM,
VIGR,medium_airport,Gwalior Airport,26.29330063,78.22779846,617,AS,IN,IN-MP,Gwalior,VIGR,GWL,
VIHR,medium_airport,Hissar Airport,29.17939949,75.75530243,700,AS,IN,IN-HR,,VIHR,HSS,
VIJO,medium_airport,Jodhpur Airport,26.25110054,73.04889679,717,AS,IN,IN-RJ,Jodhpur,VIJO,JDH,
VIJP,medium_airport,Jaipur International Airport,26.82419968,75.81220245,1263,AS,IN,IN-RJ,Jaipur,VIJP,JAI,
VIJR,medium_airport,Jaisalmer Airport,26.88870049,70.86499786,751,AS,IN,IN-RJ,,VIJR,JSA,
VIJU,medium_airport,Jammu Airport,32.68909836,74.83740234,1029,AS,IN,IN-JK,Jammu,VIJU,IXJ,
VIKA,medium_airport,Kanpur Airport,26.44140053,80.36489868,411,AS,IN,IN-UP,,VIKA,KNU,
VIKO,medium_airport,Kota Airport,25.16020012,75.84559631,896,AS,IN,IN-RJ,Kota,VIKO,KTU,
VILD,medium_airport,Ludhiana Airport,30.85470009,75.95259857,834,AS,IN,IN-PB,,VILD,LUH,
VILH,medium_airport,Leh Kushok Bakula Rimpochee Airport,34.13589859,77.54650116,10682,AS,IN,IN-JK,Leh,VILH,IXL,
VILK,medium_airport,Chaudhary Charan Singh International Airport,26.76059914,80.88929749,410,AS,IN,IN-UP,Lucknow,VILK,LKO,
VIPK,medium_airport,Pathankot Air Force Station,32.23379898,75.63459778,1017,AS,IN,IN-PB,,VIPK,IXP,
VIPT,medium_airport,Pantnagar Airport,29.03339958,79.47370148,769,AS,IN,IN-UP,Pantnagar,VIPT,PGH,
VISM,large_airport,Shimla Airport,31.08180046,77.06800079,5072,AS,IN,IN-HP,,VISM,SLV,
VISR,medium_airport,Sheikh ul Alam Airport,33.98709869,74.77420044,5429,AS,IN,IN-JK,Srinagar,VISR,SXR,
VIST,medium_airport,Satna Airport,24.56229973,80.85489655,1060,AS,IN,IN-MP,,VIST,TNI,
VIV,small_airport,Vivigani Airfield,-9.303333333,150.3188889,117,OC,PG,PG-MBA,Vivigani,,VIV,VIV
VKX,small_airport,Potomac Airfield,38.74760056,-76.9571991,118,NA,US,US-MD,Friendly,KVKX,VKX,VKX
VLAP,small_airport,Attopeu Airport,14.81471536,106.8216991,344,AS,LA,LA-AT,Attopeu,VLAP,AOU,
VLHS,small_airport,Ban Huoeisay Airport,20.25729942,100.4369965,1380,AS,LA,LA-BK,Huay Xai,VLHS,HOE,
VLLB,medium_airport,Luang Phabang International Airport,19.89730072,102.1610031,955,AS,LA,LA-LP,Luang Phabang,VLLB,LPQ,
VLLN,small_airport,Luang Namtha Airport,20.96699905,101.4000015,1968,AS,LA,LA-LM,Luang Namtha,VLLN,LXG,
VLOS,small_airport,Oudomsay Airport,20.6826992,101.9940033,1804,AS,LA,LA-OU,Oudomsay,VLOS,ODY,
VLPS,medium_airport,Pakse International Airport,15.13210011,105.7809982,351,AS,LA,LA-CH,Pakse,VLPS,PKZ,
VLSB,small_airport,Sayaboury Airport,19.2436,101.7093,962,AS,LA,LA-XA,Sainyabuli,VLSB,ZBY,
VLSK,medium_airport,Savannakhet Airport,16.55660057,104.7600021,509,AS,LA,LA-SV,,VLSK,ZVK,
VLSN,medium_airport,Sam Neua Airport,20.41839981,104.0670013,3281,AS,LA,LA-HO,,VLSN,NEU,
VLSV,small_airport,Saravane Airport,15.70943921,106.4106989,574,AS,LA,LA-SL,Saravane,VLSV,VNA,
VLTK,small_airport,Thakhek Airport,17.39999962,104.8000031,449,AS,LA,LA-KH,Thakhek,VLTK,THK,
VLVT,medium_airport,Wattay International Airport,17.98830032,102.5630035,564,AS,LA,LA-VT,Vientiane,VLVT,VTE,
VLXK,small_airport,Xieng Khouang Airport,19.45000076,103.1579971,3445,AS,LA,LA-XI,Xieng Khouang,VLXK,XKH,
VMI,small_airport,Dr Juan Plate Airport,-22.15910896,-57.94258118,280,SA,PY,PY-1,Puerto Vallemi,,VMI,
VMMC,large_airport,Macau International Airport,22.14959908,113.5920029,20,AS,MO,MO-U-A,Taipa,VMMC,MFM,
VN-0001,medium_airport,Dong Hoi Airport,17.515,106.590556,59,AS,VN,VN-24,Dong Hoi,VVDH,VDH,
VN-KON,medium_airport,Kontum Airport,14.35000038,108.0169983,1804,AS,VN,VN-28,Kontum,,KON,
VNBG,small_airport,Bajhang Airport,29.53899956,81.18540192,4100,AS,NP,NP-SE,Bajhang,VNBG,BJH,
VNBJ,small_airport,Bhojpur Airport,27.1473999,87.05079651,4000,AS,NP,NP-KO,Bhojpur,VNBJ,BHP,
VNBL,small_airport,Baglung Airport,28.21279907,83.66629791,3320,AS,NP,NP-DH,Baglung,VNBL,BGL,
VNBP,small_airport,Bharatpur Airport,27.67810059,84.42939758,600,AS,NP,NP-NA,Bharatpur,VNBP,BHR,
VNBR,small_airport,Bajura Airport,29.50200081,81.66899872,4300,AS,NP,NP-SE,Bajura,VNBR,BJU,
VNBT,small_airport,Baitadi Airport,29.46529961,80.54920197,4200,AS,NP,NP-MA,Baitadi,VNBT,BIT,
VNBW,medium_airport,Bhairahawa Airport,27.50569916,83.41629791,358,AS,NP,NP-LU,Bhairawa,VNBW,BWA,
VNCG,small_airport,Bhadrapur Airport,26.57080078,88.07959747,300,AS,NP,NP-ME,Bhadrapur,VNCG,BDP,
VNDG,small_airport,Tulsipur Airport,28.11109924,82.29419708,2100,AS,NP,NP-RA,Dang,VNDG,DNP,
VNDH,small_airport,Dhangarhi Airport,28.75329971,80.58190155,690,AS,NP,NP-BH,Dhangarhi,VNDH,DHI,
VNDL,small_airport,Darchula Airport,29.6692009,80.54840088,2132,AS,NP,NP-MA,Darchula,VNDL,DAP,
VNDP,small_airport,Dolpa Airport,28.98570061,82.81909943,8200,AS,NP,NP-KA,Dolpa,VNDP,DOP,
VNDT,small_airport,Silgadi Doti Airport,29.26309967,80.93599701,2100,AS,NP,NP-SE,Silgadi Doti,VNDT,SIH,
VNGK,small_airport,Gorkha Airport,28.04999924,84.48300171,1500,AS,NP,NP-GA,Gorkha,VNGK,GKH,
VNJI,small_airport,Jiri Airport,27.61700058,86.21700287,6000,AS,NP,NP-JA,Jiri,VNJI,JIR,
VNJL,small_airport,Jumla Airport,29.27420044,82.19329834,7700,AS,NP,NP-KA,Jumla,VNJL,JUM,
VNJP,medium_airport,Janakpur Airport,26.70879936,85.92240143,256,AS,NP,NP-JA,Janakpur,VNJP,JKR,
VNJS,small_airport,Jomsom Airport,28.780426,83.723,9000,AS,NP,NP-DH,Jomsom,VNJS,JMO,
VNKT,medium_airport,Tribhuvan International Airport,27.69659996,85.35910034,4390,AS,NP,NP-BA,Kathmandu,VNKT,KTM,
VNLD,small_airport,Lamidanda Airport,27.25309944,86.66999817,4100,AS,NP,NP-SA,Lamidanda,VNLD,LDN,
VNLK,small_airport,Lukla Airport,27.68689919,86.72969818,9380,AS,NP,NP-SA,Lukla,VNLK,LUA,
VNLT,small_airport,Langtang Airport,28.20000076,85.58300018,12000,AS,NP,NP-BA,Langtang,VNLT,LTG,
VNMA,small_airport,Manang Airport,28.64139938,84.08920288,11001,AS,NP,NP-GA,Ngawal,VNMA,NGX,
VNMG,small_airport,Meghauli Airport,27.5774,84.22875,600,AS,NP,NP-NA,Meghauli,VNMG,MEY,
VNMN,small_airport,Mahendranagar Airport,28.96319962,80.14790344,650,AS,NP,NP-MA,Mahendranagar,VNMN,XMG,
VNNG,medium_airport,Nepalgunj Airport,28.10359955,81.66699982,540,AS,NP,NP-BH,Nepalgunj,VNNG,KEP,
VNPK,medium_airport,Pokhara Airport,28.20089912,83.98210144,2712,AS,NP,NP-GA,Pokhara,VNPK,PKR,
VNPL,small_airport,Phaplu Airport,27.51778688,86.58445358,7918,AS,NP,NP-SA,Phaplu,VNPL,PPL,
VNRB,small_airport,Rajbiraj Airport,26.5170002,86.75,250,AS,NP,NP-SA,Rajbiraj,VNRB,RJB,
VNRC,small_airport,Ramechhap Airport,27.3939991,86.06140137,1555,AS,NP,NP-JA,Ramechhap,VNRC,RHP,
VNRK,small_airport,Rukumkot Airport,28.62700081,82.19499969,2500,AS,NP,NP-RA,Rukumkot,VNRK,RUK,
VNRP,small_airport,Rolpa Airport,28.2670002,82.76699829,4100,AS,NP,NP-RA,Rolpa,VNRP,RPA,
VNRT,small_airport,Rumjatar Airport,27.30349922,86.55039978,4500,AS,NP,NP-SA,Rumjatar,VNRT,RUM,
VNSI,small_airport,Simara Airport,27.15950012,84.98010254,450,AS,NP,NP-NA,Simara,VNSI,SIF,
VNSK,small_airport,Surkhet Airport,28.58600044,81.63600159,2400,AS,NP,NP-BH,Surkhet,VNSK,SKH,
VNSR,small_airport,Sanfebagar Airport,29.2329998,81.21700287,2280,AS,NP,NP-SE,Sanfebagar,VNSR,FEB,
VNST,small_airport,Simikot Airport,29.97109985,81.81890106,9246,AS,NP,NP-KA,Simikot,VNST,IMK,
VNTJ,small_airport,Suketar Airport,27.3509,87.69525,7990,AS,NP,NP-ME,Taplejung,VNTJ,TPJ,
VNTR,small_airport,Tumling Tar Airport,27.31500053,87.19329834,1700,AS,NP,NP-KO,Tumling Tar,VNTR,TMI,
VNVT,medium_airport,Biratnagar Airport,26.48150063,87.26399994,236,AS,NP,NP-KO,Biratnagar,VNVT,BIR,
VO55,medium_airport,Murod Kond Airport,18.41150093,76.46469879,2136,AS,IN,IN-MM,Latur,VALT,LTU,VO55
VOAT,medium_airport,Agatti Airport,10.82369995,72.1760025,14,AS,IN,IN-LD,,VOAT,AGX,
VOBI,medium_airport,Bellary Airport,15.16279984,76.88279724,30,AS,IN,IN-KA,Bellary,VOBI,BEP,
VOBL,large_airport,Bengaluru International Airport,13.19789982,77.70629883,3000,AS,IN,IN-KA,Bangalore,VOBL,BLR,
VOBZ,medium_airport,Vijayawada Airport,16.53039932,80.79679871,82,AS,IN,IN-AP,,VOBZ,VGA,
VOCB,medium_airport,Coimbatore International Airport,11.02999973,77.04340363,1324,AS,IN,IN-TN,Coimbatore,VOCB,CJB,
VOCI,large_airport,Cochin International Airport,10.15200043,76.40190125,30,AS,IN,IN-KL,Cochin,VOCI,COK,
VOCL,large_airport,Calicut International Airport,11.13679981,75.95529938,342,AS,IN,IN-KL,Calicut,VOCL,CCJ,
VOCP,medium_airport,Cuddapah Airport,14.51000023,78.77279663,430,AS,IN,IN-AP,,VOCP,CDP,
VOCX,medium_airport,Car Nicobar Air Force Station,9.152509689,92.81960297,5,AS,IN,IN-AN,,VOCX,CBD,
VOHS,large_airport,Rajiv Gandhi International Airport,17.23131752,78.42985535,2024,AS,IN,IN-AP,Hyderabad,VOHS,HYD,
VOHY,medium_airport,Begumpet Airport,17.4531002,78.46759796,1742,AS,IN,IN-AP,Hyderabad,VOHY,BPM,
VOMD,medium_airport,Madurai Airport,9.83450985,78.09339905,459,AS,IN,IN-TN,Madurai,VOMD,IXM,
VOML,medium_airport,Mangalore International Airport,12.9612999,74.89009857,337,AS,IN,IN-KA,Mangalore,VOML,IXE,
VOMM,large_airport,Chennai International Airport,12.99000549,80.16929626,52,AS,IN,IN-TN,Chennai,VOMM,MAA,
VOMY,small_airport,Mysore Airport,12.30720043,76.64969635,2349,AS,IN,IN-KA,Mysore,VOMY,MYQ,
VOPB,medium_airport,Vir Savarkar International Airport,11.64120007,92.72969818,14,AS,IN,IN-AN,Port Blair,VOPB,IXZ,
VOPC,medium_airport,Pondicherry Airport,11.96870041,79.81009674,118,AS,IN,IN-TN,,VOPC,PNY,
VOPN,medium_airport,Sri Sathya Sai Airport,14.14929962,77.79109955,1558,AS,IN,IN-AP,,VOPN,PUT,
VORY,medium_airport,Rajahmundry Airport,17.11039925,81.81819916,151,AS,IN,IN-AP,Rajahmundry,VORY,RJA,
VOSM,medium_airport,Salem Airport,11.7833004,78.06559753,1008,AS,IN,IN-TN,,VOSM,SXV,
VOTJ,small_airport,Tanjore Air Force Base,10.72239971,79.10160065,253,AS,IN,IN-TN,Thanjavur,VOTJ,TJV,
VOTP,small_airport,Tirupati Airport,13.63249969,79.54329681,350,AS,IN,IN-AP,Tirupati,VOTP,TIR,
VOTR,medium_airport,Tiruchirapally Civil Airport Airport,10.76539993,78.70970154,288,AS,IN,IN-TN,Tiruchirappally,VOTR,TRZ,
VOTV,large_airport,Trivandrum International Airport,8.48211956,76.92009735,15,AS,IN,IN-KL,Trivandrum,VOTV,TRV,
VOWA,small_airport,Warangal Airport,17.9144001,79.60220337,935,AS,IN,IN-AP,Warrangal,VOWA,WGC,
VQGP,medium_airport,Gelephu Airport,26.88456,90.46412,980,AS,BT,BT-31,Gelephu,VQGP,GLU,
VQPR,medium_airport,Paro Airport,27.40320015,89.42459869,7332,AS,BT,BT-11,Paro,VQPR,PBH,
VRMF,small_airport,Fuvahmulah Airport,-0.309722222,73.435,17,AS,MV,MV-29,Fuvahmulah Island,VRMR,FVM,
VRMG,medium_airport,Gan International Airport,-0.69334197,73.1556015,6,AS,MV,MV-01,Gan,VRMG,GAN,
VRMH,medium_airport,Hanimaadhoo Airport,6.744229794,73.17050171,4,AS,MV,MV-23,Haa Dhaalu Atoll,VRMH,HAQ,
VRMK,medium_airport,Kadhdhoo Airport,1.85916996,73.52189636,4,AS,MV,MV-05,Kadhdhoo,VRMK,KDO,
VRMM,large_airport,Malé International Airport,4.191830158,73.52909851,6,AS,MV,MV-MLE,Malé,VRMM,MLE,
VRMO,small_airport,Kooddoo Airport,0.7324,73.4336,29,AS,MV,MV-27,Huvadhu Atoll,VRMO,GKK,
VRMT,medium_airport,Kaadedhdhoo Airport,0.488130987,72.99690247,2,AS,MV,MV-28,Huvadhu Atoll,VRMT,KDM,
VRMV,medium_airport,Villa Airport,3.470555556,72.83583333,6,AS,MV,MV-13,Maamigili,VRMV,VAM,
VTBD,large_airport,Don Mueang International Airport,13.91259956,100.6070023,9,AS,TH,TH-10,Bangkok,VTBD,DMK,
VTBH,small_airport,Sa Pran Nak Airport,14.94939995,100.6429977,95,AS,TH,TH-16,,VTBH,KKM,
VTBK,medium_airport,Kamphaeng Saen Airport,14.10200024,99.91719818,30,AS,TH,TH-72,Nakhon Pathom,VTBK,KDT,
VTBO,medium_airport,Trat Airport,12.27460003,102.3190002,105,AS,TH,TH-23,,VTBO,TDX,
VTBS,large_airport,Suvarnabhumi Airport,13.68109989,100.7470016,5,AS,TH,TH-10,Bangkok,VTBS,BKK,
VTBU,medium_airport,U-Tapao International Airport,12.67990017,101.0049973,42,AS,TH,TH-21,Rayong,VTBU,UTP,
VTCC,large_airport,Chiang Mai International Airport,18.76679993,98.96260071,1036,AS,TH,TH-50,Chiang Mai,VTCC,CNX,
VTCH,medium_airport,Mae Hong Son Airport,19.30130005,97.97579956,929,AS,TH,TH-58,,VTCH,HGN,
VTCI,small_airport,Mae Hong Son Airport,19.37199974,98.43699646,1271,AS,TH,TH-58,Mae Hong Son,VTCI,PYY,
VTCL,medium_airport,Lampang Airport,18.27090073,99.5042038,811,AS,TH,TH-52,,VTCL,LPT,
VTCN,medium_airport,Nan Airport,18.80789948,100.7829971,685,AS,TH,TH-55,,VTCN,NNT,
VTCP,medium_airport,Phrae Airport,18.13220024,100.1650009,538,AS,TH,TH-54,,VTCP,PRH,
VTCT,medium_airport,Chiang Rai International Airport,19.95229912,99.88289642,1280,AS,TH,TH-57,Chiang Rai,VTCT,CEI,
VTED,small_airport,Udorn Air Base,17.38299942,102.8000031,,AS,TH,TH-41,Ban Mak Khaen,VTED,BAO,
VTPB,medium_airport,Phetchabun Airport,16.6760006,101.1949997,450,AS,TH,TH-67,,VTPB,PHY,
VTPH,medium_airport,Hua Hin Airport,12.63619995,99.95149994,62,AS,TH,TH-76,Hua Hin,VTPH,HHQ,
VTPI,medium_airport,Takhli Airport,15.27729988,100.2959976,107,AS,TH,TH-60,,VTPI,TKH,
VTPM,medium_airport,Mae Sot Airport,16.69989967,98.54509735,690,AS,TH,TH-63,,VTPM,MAQ,
VTPO,medium_airport,Sukhothai Airport,17.23800087,99.81819916,179,AS,TH,TH-64,,VTPO,THS,
VTPP,medium_airport,Phitsanulok Airport,16.78289986,100.2789993,154,AS,TH,TH-65,,VTPP,PHS,
VTPT,medium_airport,Tak Airport,16.89599991,99.25330353,478,AS,TH,TH-63,,VTPT,TKT,
VTPU,small_airport,Uttaradit Airport,17.61700058,100.0999985,262,AS,TH,TH-53,Uttaradit,VTPU,UTR,
VTSB,medium_airport,Surat Thani Airport,9.132599831,99.13559723,20,AS,TH,TH-84,Surat Thani,VTSB,URT,
VTSC,medium_airport,Narathiwat Airport,6.519919872,101.7429962,16,AS,TH,TH-96,,VTSC,NAW,
VTSE,medium_airport,Chumphon Airport,10.71119976,99.36170197,18,AS,TH,TH-86,,VTSE,CJM,
VTSF,medium_airport,Nakhon Si Thammarat Airport,8.539620399,99.94470215,13,AS,TH,TH-80,Nakhon Si Thammarat,VTSF,NST,
VTSG,medium_airport,Krabi Airport,8.09912014,98.98619843,82,AS,TH,TH-81,Krabi,VTSG,KBV,
VTSH,medium_airport,Songkhla Airport,7.186560154,100.6080017,12,AS,TH,TH-90,,VTSH,SGZ,
VTSK,medium_airport,Pattani Airport,6.785459995,101.1539993,8,AS,TH,TH-94,,VTSK,PAN,
VTSM,medium_airport,Samui Airport,9.547789574,100.0619965,64,AS,TH,TH-80,Na Thon (Ko Samui Island),VTSM,USM,
VTSN,medium_airport,Cha Ian Airport,8.471150398,99.95559692,44,AS,TH,TH-80,,VTSN,NST,
VTSP,medium_airport,Phuket International Airport,8.113200188,98.31690216,82,AS,TH,TH-83,Phuket,VTSP,HKT,
VTSR,medium_airport,Ranong Airport,9.777620316,98.58550262,57,AS,TH,TH-85,,VTSR,UNN,
VTSS,medium_airport,Hat Yai International Airport,6.933209896,100.3929977,90,AS,TH,TH-90,Hat Yai,VTSS,HDY,
VTST,medium_airport,Trang Airport,7.508739948,99.61660004,67,AS,TH,TH-92,,VTST,TST,
VTUD,medium_airport,Udon Thani Airport,17.38640022,102.788002,579,AS,TH,TH-41,Udon Thani,VTUD,UTH,
VTUI,medium_airport,Sakon Nakhon Airport,17.19510078,104.1190033,529,AS,TH,TH-47,,VTUI,SNO,
VTUK,medium_airport,Khon Kaen Airport,16.46660042,102.7839966,670,AS,TH,TH-40,Khon Kaen,VTUK,KKC,
VTUL,medium_airport,Loei Airport,17.43910027,101.7220001,860,AS,TH,TH-42,,VTUL,LOE,
VTUO,medium_airport,Buri Ram Airport,15.22949982,103.2529984,590,AS,TH,TH-31,,VTUO,BFV,
VTUQ,medium_airport,Nakhon Ratchasima Airport,14.94950008,102.3130035,765,AS,TH,TH-30,,VTUQ,NAK,
VTUU,medium_airport,Ubon Ratchathani Airport,15.25129986,104.8700027,406,AS,TH,TH-34,Ubon Ratchathani,VTUU,UBP,
VTUV,medium_airport,Roi Et Airport,16.11680031,103.7740021,451,AS,TH,TH-45,,VTUV,ROI,
VTUW,medium_airport,Nakhon Phanom Airport,17.38380051,104.6429977,587,AS,TH,TH-48,,VTUW,KOP,
VUU,small_airport,Mvuu Camp Airport,-14.83861111,35.30138889,1600,AF,MW,MW-MH,Liwonde National Park,,VUU,
VVBM,medium_airport,Buon Ma Thuot Airport,12.66829968,108.1200027,1729,AS,VN,VN-33,Buon Ma Thuot,VVBM,BMV,
VVCA,small_airport,Chu Lai International Airport,15.40330029,108.7060013,10,AS,VN,VN-29,Dung Quat Bay,VVCA,VCL,
VVCI,medium_airport,Cat Bi International Airport,20.81940079,106.7249985,6,AS,VN,VN-61,Haiphong,VVCI,HPH,
VVCM,medium_airport,Cà Mau Airport,9.177666667,105.1777778,6,AS,VN,VN-59,Ca Mau City,VVCM,CAH,
VVCR,medium_airport,Cam Ranh Airport,11.99820042,109.2190018,40,AS,VN,VN-34,Nha Trang,VVCR,CXR,
VVCS,medium_airport,Co Ong Airport,8.731829643,106.6330032,20,AS,VN,VN-14,Con Ong,VVCS,VCS,
VVCT,medium_airport,Can Tho International Airport,10.08510017,105.711998,9,AS,VN,VN-02,Can Tho,VVCT,VCA,
VVDB,medium_airport,Dien Bien Phu Airport,21.39749908,103.0080032,1611,AS,VN,VN-01,Dien Bien Phu,VVDB,DIN,
VVDL,small_airport,Lien Khuong Airport,11.75,108.3669968,3156,AS,VN,VN-35,Dalat,VVDL,DLI,
VVDN,large_airport,Da Nang International Airport,16.04389954,108.1989975,33,AS,VN,VN-60,Da Nang,VVDN,DAD,
VVN,small_airport,Las Malvinas/Echarate Airport,-11.85486111,-72.93933333,1285,SA,PE,PE-CUS,Las Malvinas,SPWT,VVN,
VVNB,large_airport,Noi Bai International Airport,21.22120094,105.8069992,39,AS,VN,VN-15,Hanoi,VVNB,HAN,
VVNS,small_airport,Na-San Airport,21.21699905,104.0329971,2133,AS,VN,VN-05,Son-La,VVNS,SQH,
VVNT,medium_airport,Nha Trang Air Base,12.22749996,109.1920013,20,AS,VN,VN-34,Nha Trang,VVNT,NHA,
VVPB,medium_airport,Phu Bai Airport,16.4015007,107.7030029,48,AS,VN,VN-56,Hue,VVPB,HUI,
VVPC,medium_airport,Phu Cat Airport,13.95499992,109.0419998,80,AS,VN,VN-31,Quy Nohn,VVPC,UIH,
VVPK,medium_airport,Pleiku Airport,14.00450039,108.0169983,2434,AS,VN,VN-30,Pleiku,VVPK,PXU,
VVPQ,medium_airport,Phu Quoc Airport,10.22700024,103.9670029,23,AS,VN,VN-47,Duong Dong,VVPQ,PQC,
VVPR,small_airport,Phan Rang Airport,11.6335001,108.9520035,101,AS,VN,VN-07,Phan Rang,VVPR,PHA,
VVPT,small_airport,Phan Thiet Airport,10.90639973,108.0690002,,AS,VN,VN-40,Phan Thiet,VVPT,PHH,
VVRG,medium_airport,Rach Gia Airport,9.958029972,105.1323795,7,AS,VN,VN-47,Rach Gia,VVRG,VKG,
VVTH,medium_airport,Dong Tac Airport,13.04959965,109.3339996,20,AS,VN,VN-49,Tuy Hoa,VVTH,TBB,
VVTS,large_airport,Tan Son Nhat International Airport,10.81879997,106.6520004,33,AS,VN,VN-23,Ho Chi Minh City,VVTS,SGN,
VVVH,medium_airport,Vinh Airport,18.73760033,105.6709976,23,AS,VN,VN-26,Vinh,VVVH,VII,
VVVT,small_airport,Vung Tau Airport,10.37250042,107.0950012,13,AS,VN,VN-43,Vung Tau,VVVT,VTG,
VYBG,small_airport,Bagan Airport,21.17880058,94.93019867,312,AS,MM,MM-04,Nyaung U,VYBG,NYU,
